geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch,Bias_Category_LSom,Bias_Category_PHatch
ENSCCRG00000032092,ENSCCRG00000078032,,,16,16,CAJNDQ010000017.1,CAJNDQ010000011.1,318.716384367241,-1.29677170844451,0.0007649559802612,-0.637744529921139,0.143515472573624,SubgB_dominant,Balanced
ENSCCRG00000002493,ENSCCRG00000004923,hsd17b7,hsd17b7,9,9,CAJNDQ010000017.1,CAJNDQ010000011.1,247.778310186477,-1.29789826983979,4.58312564218768e-06,-1.12327624378558,0.0001151519166947,SubgB_dominant,SubgB_dominant
ENSCCRG00000079291,ENSCCRG00000061893,msh2,msh2,17,19,CAJNDQ010000045.1,CAJNDQ010000026.1,2697.12359189061,-1.30053100223107,2.72252314324169e-07,-1.55446942635555,7.82809863965737e-10,SubgB_dominant,SubgB_dominant
ENSCCRG00000077606,ENSCCRG00000029395,micu2,micu2,13,13,CAJNDQ010000008.1,CAJNDQ010000016.1,176.456001615477,-1.30177552320065,0.0009278230489743,-1.20668857372289,0.0027040301167789,SubgB_dominant,SubgB_dominant
ENSCCRG00000029664,ENSCCRG00000030730,nup88,nup88,18,18,CAJNDQ010000008.1,CAJNDQ010000016.1,925.536535240161,-1.30196014019632,1.8587125303661e-13,-1.43814143161936,6.66235182987485e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000080314,ENSCCRG00000047677,bokb,bokb,5,4,CAJNDQ010000022.1,CAJNDQ010000030.1,857.356030124901,-1.30355940394741,0.0366179080024448,-1.36549250293602,0.0692050401917524,SubgB_dominant,Balanced
ENSCCRG00000042407,ENSCCRG00000059858,,,19,11,CAJNDQ010000003.1,CAJNDQ010000048.1,2843.48232506923,-1.30401464757159,1.48970922376651e-13,-1.29494275051717,1.71293937495849e-13,SubgB_dominant,SubgB_dominant
ENSCCRG00000063890,ENSCCRG00000071446,tmem170a,tmem170a,6,3,CAJNDQ010000010.1,CAJNDQ010000020.1,271.048295084883,-1.30564135342178,1.23261732877989e-08,-0.824375778746711,0.0005102806039432,SubgB_dominant,SubgB_dominant
ENSCCRG00000028023,ENSCCRG00000079980,cnpy2,cnpy2,7,8,CAJNDQ010000043.1,CAJNDQ010000014.1,605.018125461911,-1.30602879869339,4.60593005736953e-05,-1.42925813857168,6.00245364787619e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000018186,ENSCCRG00000061169,rab23,rab23,9,8,CAJNDQ010000019.1,CAJNDQ010000049.1,619.25850672145,-1.30614233509129,0.0044347572313031,-0.642509900020768,0.218243569878522,SubgB_dominant,Balanced
ENSCCRG00000040771,ENSCCRG00000064398,nsdhl,nsdhl,9,9,CAJNDQ010000021.1,CAJNDQ010000036.1,172.579111567049,-1.30754012759226,0.0001450213737959,-0.399680813210607,0.300927938080455,SubgB_dominant,Balanced
ENSCCRG00000039283,ENSCCRG00000036923,,,22,22,CAJNDQ010000044.1,CAJNDQ010000006.1,216.441845349453,-1.31038695112916,0.0013079080354873,-0.681560896898975,0.134230589978673,SubgB_dominant,Balanced
ENSCCRG00000080084,ENSCCRG00000048206,dnajb5,dnajb5,5,4,CAJNDQ010000008.1,CAJNDQ010000016.1,254.551782272221,-1.3105360141015,1.5472443095866e-05,-1.36458009809532,7.47226848095572e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000035032,ENSCCRG00000005467,,,23,28,CAJNDQ010000029.1,CAJNDQ010000035.1,2734.2638771589,-1.31268820899228,1.86809822416512e-16,-0.797179843287847,1.21695910697242e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000079540,ENSCCRG00000075208,,ptrh2,4,3,CAJNDQ010000033.1,CAJNDQ010000025.1,328.249489760958,-1.31275047943529,5.80390210610405e-07,-1.50630252150459,5.997562713496091e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000061146,ENSCCRG00000055569,pid1,pid1,3,4,CAJNDQ010000010.1,CAJNDQ010000020.1,461.33806094791,-1.31378583832419,4.17645792721335e-13,-0.598163580907288,0.0018059709007161,SubgB_dominant,SubgB_dominant
ENSCCRG00000022742,ENSCCRG00000002655,gmppaa,gmppaa,13,13,CAJNDQ010000042.1,CAJNDQ010000047.1,150.197770975617,-1.31424852163806,1.59464077171072e-05,-0.443532280905003,0.216320865302139,SubgB_dominant,Balanced
ENSCCRG00000034832,ENSCCRG00000029667,depdc1a,depdc1a,12,13,CAJNDQ010000018.1,CAJNDQ010000024.1,1239.52406674214,-1.31466665955058,8.844121976385539e-11,-1.1126438346642,8.82557697691448e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000053533,ENSCCRG00000023898,nucb2a,nucb2a,12,13,CAJNDQ010000007.1,CAJNDQ010000001.1,2049.64234767103,-1.31758243866158,6.424100956339959e-11,-1.36209550603309,1.3301049339231099e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000078621,ENSCCRG00000008806,,,12,12,CAJNDQ010000010.1,CAJNDQ010000020.1,637.915888247057,-1.31803165838797,0.0044904286863939,-1.3393851905742,0.0045359435589456,SubgB_dominant,SubgB_dominant
ENSCCRG00000046566,ENSCCRG00000056302,lpar2b,lpar2b,6,7,CAJNDQ010000023.1,CAJNDQ010000028.1,1033.21229949797,-1.32000404729476,3.12737000706917e-15,-1.01933169538929,3.0664397678731905e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000080364,ENSCCRG00000041024,,,9,7,CAJNDQ010000004.1,CAJNDQ010000002.1,177.758460519582,-1.3204508300247,5.35909006331828e-08,-1.21540132757943,8.41689109219726e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000032362,ENSCCRG00000007146,ppm1ba,ppm1ba,7,7,CAJNDQ010000019.1,CAJNDQ010000049.1,934.521179568082,-1.32593131656552,1.05910130991857e-07,-0.324942414065186,0.288397576025902,SubgB_dominant,Balanced
ENSCCRG00000072611,ENSCCRG00000058544,gtpbp1l,gtpbp1l,13,12,CAJNDQ010000044.1,CAJNDQ010000006.1,335.098280426798,-1.32806131853572,8.12830486176674e-05,-0.481967317877061,0.199704033660428,SubgB_dominant,Balanced
ENSCCRG00000027868,ENSCCRG00000056168,GMNN,gmnn,7,8,CAJNDQ010000032.1,CAJNDQ010000013.1,8517.8204625319,-1.32826862323058,9.44804962505244e-15,-1.45274498271304,3.932111857124441e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000047967,ENSCCRG00000054847,use1,use1,9,8,CAJNDQ010000044.1,CAJNDQ010000006.1,778.1232003073,-1.32938777481996,1.0581003092477901e-09,-0.818324540310185,0.0001760254435735,SubgB_dominant,SubgB_dominant
ENSCCRG00000062546,ENSCCRG00000033486,nr0b2a,nr0b2a,2,2,CAJNDQ010000003.1,CAJNDQ010000048.1,310.130251938047,-1.33064913300367,0.0002181163335814,-1.74315849022017,1.33119175437194e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000018103,ENSCCRG00000003472,PLEKHA6,,27,28,CAJNDQ010000043.1,CAJNDQ010000014.1,944.740212271533,-1.33167474601836,2.04266055169526e-10,-1.2423484107378,4.49542752942971e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000082598,ENSCCRG00000047843,dnajc3a,dnajc3a,12,12,CAJNDQ010000042.1,CAJNDQ010000047.1,188.884487647873,-1.33599015393851,0.0001355790841506,-0.881519920288307,0.0142349655190184,SubgB_dominant,SubgB_dominant
ENSCCRG00000012339,ENSCCRG00000037534,,,19,20,CAJNDQ010000029.1,CAJNDQ010000035.1,613.278957280476,-1.33787419702497,6.63857470179377e-12,-1.50582227881284,1.66401540483816e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000077056,ENSCCRG00000074050,acox3,acox3,14,19,CAJNDQ010000007.1,CAJNDQ010000001.1,157.542351508384,-1.33796723001734,1.88282933924829e-05,-2.27013254538442,2.94242411909955e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000034181,ENSCCRG00000034220,cacnb1,cacnb1,15,15,CAJNDQ010000004.1,CAJNDQ010000002.1,288.696033937747,-1.34037205229513,5.13132073529496e-05,-0.783191144177698,0.0236926262020296,SubgB_dominant,SubgB_dominant
ENSCCRG00000000758,ENSCCRG00000000423,tcp11l2,tcp11l2,10,10,CAJNDQ010000037.1,CAJNDQ010000009.1,666.413961162787,-1.34075641884459,0.0003933293959595,-0.638524249348608,0.135255861988203,SubgB_dominant,Balanced
ENSCCRG00000010549,ENSCCRG00000010558,,,13,12,CAJNDQ010000010.1,CAJNDQ010000020.1,603.52418223878,-1.34092897699432,4.1994769012821696e-12,-1.65399690742665,1.88040280497952e-17,SubgB_dominant,SubgB_dominant
ENSCCRG00000017327,ENSCCRG00000017375,rsl1d1,rsl1d1,9,9,CAJNDQ010000045.1,CAJNDQ010000026.1,1456.22863169674,-1.34097567865205,0.0046066383597461,-1.47205003663451,0.0020051203537601,SubgB_dominant,SubgB_dominant
ENSCCRG00000049959,ENSCCRG00000050992,eif3d,eif3d,15,16,CAJNDQ010000004.1,CAJNDQ010000002.1,2564.01007491107,-1.34224308727076,7.81992904702375e-11,-1.21776305010235,5.24254653991019e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000047276,ENSCCRG00000062886,,,14,13,CAJNDQ010000018.1,CAJNDQ010000024.1,1362.21736835996,-1.34454687534226,8.03875705550494e-14,-0.223103172955015,0.324016306947179,SubgB_dominant,Balanced
ENSCCRG00000032306,ENSCCRG00000066854,serinc5,serinc5,13,12,CAJNDQ010000008.1,CAJNDQ010000016.1,476.152735079962,-1.34462378358501,6.29126721366391e-09,-0.976424243844973,5.2004495581918e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000049728,ENSCCRG00000075895,rdh10b,rdh10b,7,6,CAJNDQ010000022.1,CAJNDQ010000030.1,316.206561788253,-1.34566445473984,8.95565258072356e-06,-1.38216168433742,1.28837976165963e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000004169,ENSCCRG00000004148,nr2f1a,nr2f1a,4,4,CAJNDQ010000008.1,CAJNDQ010000016.1,322.335184806658,-1.34600377375908,0.0001479321937998,-1.4169311806053,6.74112908081455e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000026477,ENSCCRG00000010602,arhgef7a,arhgef7a,23,23,CAJNDQ010000042.1,CAJNDQ010000047.1,652.06076002946,-1.34605098673993,1.5872984513629999e-13,-1.70552893083322,2.5269480936108502e-23,SubgB_dominant,SubgB_dominant
ENSCCRG00000012511,ENSCCRG00000012508,,irf6,8,8,CAJNDQ010000044.1,CAJNDQ010000006.1,2929.70652477381,-1.34996469344136,1.15492047428483e-12,-0.396367939317847,0.0682506728168723,SubgB_dominant,Balanced
ENSCCRG00000066326,ENSCCRG00000060570,,,2,7,CAJNDQ010000022.1,CAJNDQ010000030.1,858.42227142013,-1.35059820349954,5.71125617927305e-07,-1.340870535488,3.41687383806308e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000054963,ENSCCRG00000075302,pycr1b,pycr1b,10,9,CAJNDQ010000043.1,CAJNDQ010000014.1,509.820675735886,-1.35065592009743,3.33306019656671e-08,-0.810587336821452,0.0013650414533327,SubgB_dominant,SubgB_dominant
ENSCCRG00000009533,ENSCCRG00000008954,plekhg7,plekhg7,17,17,CAJNDQ010000010.1,CAJNDQ010000020.1,229.096770251763,-1.35256152613842,4.44852276264638e-08,-0.313371831741729,0.306915824110983,SubgB_dominant,Balanced
ENSCCRG00000068445,ENSCCRG00000004233,smurf2,smurf2,20,21,CAJNDQ010000004.1,CAJNDQ010000002.1,517.151680222622,-1.35279685688515,3.3472707376168497e-18,-1.21928488035153,6.463632602676621e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000060121,ENSCCRG00000035876,,,6,6,CAJNDQ010000043.1,CAJNDQ010000014.1,228.997976149695,-1.3545447621669,7.04364248071014e-07,-0.484474452218149,0.0874377108949864,SubgB_dominant,Balanced
ENSCCRG00000051964,ENSCCRG00000054759,,,8,10,CAJNDQ010000015.1,CAJNDQ010000041.1,463.201077198356,-1.35507129404873,0.0001545779828554,-0.0836326012066202,0.876319408058171,SubgB_dominant,Balanced
ENSCCRG00000073292,ENSCCRG00000074689,bcl2l1,bcl2l1,4,3,CAJNDQ010000012.1,CAJNDQ010000050.1,626.211572231318,-1.35580985058559,5.396817766275e-11,-1.06569629891684,4.36855174205797e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000014654,ENSCCRG00000017547,aldoaa,aldoaa,8,8,CAJNDQ010000004.1,CAJNDQ010000002.1,1633.83018814414,-1.3558358080641,7.65191761073778e-07,-0.632675188324924,0.0349782828219992,SubgB_dominant,SubgB_dominant
ENSCCRG00000040429,ENSCCRG00000080817,c1galt1lb,c1galt1lb,4,3,CAJNDQ010000017.1,CAJNDQ010000011.1,444.887532386539,-1.35745772820674,1.88616871541146e-06,-0.750079481798521,0.013580312436421,SubgB_dominant,SubgB_dominant
ENSCCRG00000071733,ENSCCRG00000020190,tmcc3,tmcc3,5,10,CAJNDQ010000037.1,CAJNDQ010000009.1,1709.60887895244,-1.35751950612167,4.81679753775773e-05,-0.508776559841708,0.192064653425739,SubgB_dominant,Balanced
ENSCCRG00000059099,ENSCCRG00000065899,,,6,10,CAJNDQ010000021.1,CAJNDQ010000036.1,479.596008265211,-1.35957023385991,8.98139687193518e-06,-1.44540840873952,2.97987115708756e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000029242,ENSCCRG00000030293,ahcyl1,ahcyl1,17,17,CAJNDQ010000018.1,CAJNDQ010000024.1,719.298360112685,-1.36012292168886,4.48294263513145e-06,0.302512503434787,0.402832557188342,SubgB_dominant,Balanced
ENSCCRG00000001723,ENSCCRG00000075309,ldb1b,ldb1b,15,15,CAJNDQ010000043.1,CAJNDQ010000014.1,2609.52165674873,-1.36182397343284,1.0506725860779299e-16,-1.19303276126289,4.44723266993744e-13,SubgB_dominant,SubgB_dominant
ENSCCRG00000070231,ENSCCRG00000077933,,,9,6,CAJNDQ010000004.1,CAJNDQ010000002.1,1619.61248527105,-1.36328400749343,2.0249913950054103e-15,-1.00082847748837,5.05571361726513e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000029634,ENSCCRG00000047862,,,18,18,CAJNDQ010000043.1,CAJNDQ010000014.1,1782.85648835743,-1.36714913877411,9.49487683431103e-17,-1.0075167678375,1.8355048316110301e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000059091,ENSCCRG00000027113,slc1a3b,slc1a3b,13,11,CAJNDQ010000033.1,CAJNDQ010000025.1,408.510789693777,-1.36784226440296,2.78068250391117e-05,-0.208557073887072,0.624280085149054,SubgB_dominant,Balanced
ENSCCRG00000008622,ENSCCRG00000050800,,TDG,11,13,CAJNDQ010000034.1,CAJNDQ010000038.1,598.969120136953,-1.36819788151898,9.44978925364991e-10,-0.775990747218085,0.0006898451627296,SubgB_dominant,SubgB_dominant
ENSCCRG00000080135,ENSCCRG00000026370,,,3,4,CAJNDQ010000040.1,CAJNDQ010000027.1,288.927706369008,-1.3682903931274,0.0188468161430349,-0.67739635486206,0.290355754079427,SubgB_dominant,Balanced
ENSCCRG00000040497,ENSCCRG00000061418,DST,DST,102,101,CAJNDQ010000019.1,CAJNDQ010000049.1,465.089321138365,-1.36845507077174,0.0162330966897607,-0.75322989280859,0.241202830205325,SubgB_dominant,Balanced
ENSCCRG00000075091,ENSCCRG00000058721,slc11a2,slc11a2,18,17,CAJNDQ010000043.1,CAJNDQ010000014.1,280.424095646128,-1.37031543002954,2.82847778141187e-07,-1.32640062307302,8.81200796459472e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000009975,ENSCCRG00000049199,UGGT2,UGGT2,41,42,CAJNDQ010000042.1,CAJNDQ010000047.1,1061.61590484373,-1.37174728584131,5.664683604208561e-19,-1.6828766015731,3.16743452006622e-29,SubgB_dominant,SubgB_dominant
ENSCCRG00000018240,ENSCCRG00000026499,,,7,7,CAJNDQ010000033.1,CAJNDQ010000025.1,2552.31655003039,-1.37207869052366,8.72320646031013e-09,-0.822300601104658,0.0009888255981142,SubgB_dominant,SubgB_dominant
ENSCCRG00000080619,ENSCCRG00000079281,frem2a,frem2a,25,27,CAJNDQ010000033.1,CAJNDQ010000025.1,427.890322708619,-1.37224165380104,2.35664902600283e-05,-2.61738556030908,1.45286191109553e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000011787,ENSCCRG00000067108,cmasa,cmasa,9,10,CAJNDQ010000037.1,CAJNDQ010000009.1,418.661353021135,-1.37484362354982,0.0335703930834024,-1.00833019345637,0.15016357389988,SubgB_dominant,Balanced
ENSCCRG00000045764,ENSCCRG00000034081,spag9a,spag9a,32,32,CAJNDQ010000004.1,CAJNDQ010000002.1,641.436520576187,-1.37538423482229,1.19463414331735e-09,-1.22998994450353,8.49393539246569e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000046256,ENSCCRG00000035292,lmf2b,lmf2b,14,15,CAJNDQ010000037.1,CAJNDQ010000009.1,475.810904708654,-1.37875933709024,1.0647403265572099e-12,-0.537820799150259,0.0026303435234434,SubgB_dominant,Balanced
ENSCCRG00000004840,ENSCCRG00000029131,stat6,stat6,21,22,CAJNDQ010000012.1,CAJNDQ010000050.1,298.701313975418,-1.37914484658363,0.0002959379355766,-1.34145141168895,0.0004678116537249,SubgB_dominant,SubgB_dominant
ENSCCRG00000074165,ENSCCRG00000068680,efnb2a,efnb2a,6,5,CAJNDQ010000042.1,CAJNDQ010000047.1,850.89801878888,-1.37989354787225,1.9287548009856e-07,-1.0942696451936,6.00226555049596e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000048796,ENSCCRG00000055628,gfpt1,gfpt1,18,21,CAJNDQ010000018.1,CAJNDQ010000024.1,1174.29179048292,-1.38001431551804,1.00380844677869e-17,-0.387774949439027,0.0302455428505054,SubgB_dominant,Balanced
ENSCCRG00000054358,ENSCCRG00000063170,cct4,cct4,14,14,CAJNDQ010000023.1,CAJNDQ010000028.1,2893.71081477245,-1.38052905600616,7.22238467144765e-11,-1.2405416753385,6.666025333068761e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000038721,ENSCCRG00000020826,,,22,21,CAJNDQ010000034.1,CAJNDQ010000038.1,1465.73114459413,-1.38141345915253,2.25197356217083e-05,-0.686166605793538,0.0581748324839962,SubgB_dominant,Balanced
ENSCCRG00000044568,ENSCCRG00000040510,EMILIN2,,8,10,CAJNDQ010000007.1,CAJNDQ010000001.1,166.030336652373,-1.38432653264636,0.0017695430614209,-1.08378534359481,0.0194875814069526,SubgB_dominant,SubgB_dominant
ENSCCRG00000029808,ENSCCRG00000047694,,,43,46,CAJNDQ010000012.1,CAJNDQ010000050.1,241.404614370788,-1.38719164030226,6.90749752236908e-05,-0.829075548940477,0.0262902759060821,SubgB_dominant,SubgB_dominant
ENSCCRG00000012416,ENSCCRG00000063298,hibadhb,hibadhb,9,9,CAJNDQ010000003.1,CAJNDQ010000048.1,641.931402129999,-1.3875024229573,2.42831309301607e-20,-1.24954884165049,3.3207729293799397e-18,SubgB_dominant,SubgB_dominant
ENSCCRG00000055068,ENSCCRG00000044277,tmem199,tmem199,9,8,CAJNDQ010000040.1,CAJNDQ010000027.1,336.72671577172,-1.38807512621666,5.96341118157751e-06,-1.73204180991141,4.04873444730577e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000006559,ENSCCRG00000006112,tradd,tradd,7,7,CAJNDQ010000007.1,CAJNDQ010000001.1,274.598609919721,-1.38838797732424,0.0093989201301291,-0.913476834453743,0.118180219744825,SubgB_dominant,Balanced
ENSCCRG00000011931,ENSCCRG00000006215,sdcbp2,sdcbp2,7,10,CAJNDQ010000012.1,CAJNDQ010000050.1,1060.00051038755,-1.3897289424978,1.2740824221793001e-11,-1.07502595990175,2.94179410404118e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000022184,ENSCCRG00000022536,,,16,15,CAJNDQ010000032.1,CAJNDQ010000013.1,357.984241681471,-1.39041778062384,1.960940087223e-05,-1.57188790796921,1.33542486977062e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000005093,ENSCCRG00000080748,acsl1b,acsl1b,23,21,CAJNDQ010000021.1,CAJNDQ010000036.1,1175.41370081061,-1.39129786040855,5.28127218583474e-08,-1.24619585823686,1.33033642115931e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000006884,ENSCCRG00000004204,eif4g2b,eif4g2b,21,22,CAJNDQ010000010.1,CAJNDQ010000020.1,6358.7296716999,-1.3922800723487,1.4022730501531e-23,-1.08254692990319,1.29559873219481e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000065168,ENSCCRG00000065557,EDA2R,EDA2R,7,8,CAJNDQ010000008.1,CAJNDQ010000016.1,227.610609051841,-1.393266241254,0.0177457684426826,-1.41830918698606,0.0215359770001603,SubgB_dominant,SubgB_dominant
ENSCCRG00000077872,ENSCCRG00000070792,MED9,MED9,2,2,CAJNDQ010000045.1,CAJNDQ010000026.1,210.001196681756,-1.39337561055492,3.09355559530471e-08,-1.52358631558261,2.66001262345584e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000032864,ENSCCRG00000007560,man1b1b,man1b1b,15,14,CAJNDQ010000008.1,CAJNDQ010000016.1,1416.83328422849,-1.39341455038534,1.47510153602188e-31,-0.933627826571791,1.9726580179783e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000057770,ENSCCRG00000050867,azi2,azi2,8,9,CAJNDQ010000003.1,CAJNDQ010000048.1,454.541237732429,-1.39775511648784,3.57145278427788e-07,-0.670246781273062,0.026823204021782,SubgB_dominant,SubgB_dominant
ENSCCRG00000009485,ENSCCRG00000005231,bscl2,bscl2,11,12,CAJNDQ010000039.1,CAJNDQ010000046.1,244.877600807244,-1.39933888747778,1.04406204341872e-07,-0.476628990864361,0.1150301147408,SubgB_dominant,Balanced
ENSCCRG00000020822,ENSCCRG00000016164,plp1a,plp1a,8,9,CAJNDQ010000021.1,CAJNDQ010000036.1,308.372963852949,-1.39982514561662,1.76130147187539e-07,-1.4524336459052,7.25708524928388e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000021131,ENSCCRG00000020392,cndp2,cndp2,13,13,CAJNDQ010000032.1,CAJNDQ010000013.1,3481.90468513946,-1.40024756845731,1.3363013993436e-05,-2.07901717642084,4.7768737426931096e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000042533,ENSCCRG00000063108,cdc34a,cdc34a,3,6,CAJNDQ010000044.1,CAJNDQ010000006.1,7459.3791347449,-1.40045543515364,4.8598092074464804e-20,-0.874471705370994,4.86864419921703e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000026754,ENSCCRG00000026882,apoc2,apoc2,4,4,CAJNDQ010000003.1,CAJNDQ010000048.1,1770.57064567523,-1.40197479803492,3.22862756869035e-05,-2.60496969502651,1.6945188843859702e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000050606,ENSCCRG00000073193,cyb5d2,cyb5d2,5,5,CAJNDQ010000008.1,CAJNDQ010000016.1,159.36001199127,-1.40225790716314,7.17786318967239e-06,-1.02689846204206,0.0007767160564519,SubgB_dominant,SubgB_dominant
ENSCCRG00000059036,ENSCCRG00000050750,si:ch211-243g18.2,si:ch211-243g18.2,9,9,CAJNDQ010000033.1,CAJNDQ010000025.1,373.307683844934,-1.40323413751794,0.0007768897760868,0.684474567877627,0.145748048954992,SubgB_dominant,Balanced
ENSCCRG00000021947,ENSCCRG00000028330,hycc1,hycc1,12,11,CAJNDQ010000032.1,CAJNDQ010000013.1,427.411136960731,-1.40463482489018,8.828289324149491e-09,-0.344583467971306,0.226986144663096,SubgB_dominant,Balanced
ENSCCRG00000031691,ENSCCRG00000001695,ift20,ift20,6,4,CAJNDQ010000040.1,CAJNDQ010000027.1,153.522763098749,-1.40515431039568,0.0013669383588795,-1.57683255654863,0.0003406264883203,SubgB_dominant,SubgB_dominant
ENSCCRG00000021245,ENSCCRG00000061401,hoxc8a,hoxc8a,3,2,CAJNDQ010000012.1,CAJNDQ010000050.1,213.905469408655,-1.40607523345441,0.0003274883540574,-1.47137714419976,0.0002157576824503,SubgB_dominant,SubgB_dominant
ENSCCRG00000054187,ENSCCRG00000005264,epb41l3b,epb41l3b,22,22,CAJNDQ010000022.1,CAJNDQ010000030.1,3154.30258515538,-1.40610666573342,8.73278006640666e-13,-0.0610719916442679,0.845732776979579,SubgB_dominant,Balanced
ENSCCRG00000074425,ENSCCRG00000044772,,,25,26,CAJNDQ010000019.1,CAJNDQ010000049.1,194.848786173454,-1.40713408954893,0.0005294971777018,-1.24082316556186,0.0025736102458307,SubgB_dominant,SubgB_dominant
ENSCCRG00000036021,ENSCCRG00000011172,ago4,ago4,18,19,CAJNDQ010000032.1,CAJNDQ010000013.1,2844.17190176024,-1.40723224280912,5.54360501558885e-17,-0.824027377591016,1.2360954580874e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000063699,ENSCCRG00000058019,ndrg2,ndrg2,19,17,CAJNDQ010000007.1,CAJNDQ010000001.1,276.53821880833,-1.41144076815004,5.83565919913384e-08,-0.120336956303254,0.752949479368406,SubgB_dominant,Balanced
ENSCCRG00000005376,ENSCCRG00000004748,aars1,aars1,22,23,CAJNDQ010000010.1,CAJNDQ010000020.1,1848.95002320277,-1.41209128558572,1.64971805216348e-17,-1.2010910243186,5.21342798490596e-13,SubgB_dominant,SubgB_dominant
ENSCCRG00000070877,ENSCCRG00000069591,hspa8,hspa8,10,10,CAJNDQ010000033.1,CAJNDQ010000025.1,29392.2680959106,-1.41645856629526,1.3767463013534401e-10,-1.38832727267279,3.94175595433757e-10,SubgB_dominant,SubgB_dominant
ENSCCRG00000011578,ENSCCRG00000063189,vrk1,vrk1,14,16,CAJNDQ010000005.1,CAJNDQ010000031.1,636.164143790456,-1.41669471603566,6.468627861672611e-09,-1.92916498292041,2.79236671077888e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000052127,ENSCCRG00000052469,nde1,nde1,9,10,CAJNDQ010000004.1,CAJNDQ010000002.1,1255.17000698389,-1.41804285994462,2.33886834934164e-13,-1.20744511888116,1.05961962283412e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000040106,ENSCCRG00000040424,large2,large2,15,19,CAJNDQ010000010.1,CAJNDQ010000020.1,285.293207235284,-1.41871905480476,0.000630076442234,-0.677310907131422,0.150354383194547,SubgB_dominant,Balanced
ENSCCRG00000034601,ENSCCRG00000055687,dhrs11a,dhrs11a,7,8,CAJNDQ010000008.1,CAJNDQ010000016.1,836.568488999867,-1.4217877612573,5.15608746151483e-05,-0.0444706128216054,0.938701648911366,SubgB_dominant,Balanced
ENSCCRG00000062161,ENSCCRG00000002254,phf14,phf14,18,19,CAJNDQ010000032.1,CAJNDQ010000013.1,1013.24651027138,-1.42312669885318,1.1974672506897599e-18,-0.79687733320686,9.28059324648783e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000022216,ENSCCRG00000081716,PDE4B,PDE4B,18,18,CAJNDQ010000017.1,CAJNDQ010000011.1,175.380644633259,-1.4236558081685,0.0007000686562688,-0.329576566447663,0.538021325729985,SubgB_dominant,Balanced
ENSCCRG00000029317,ENSCCRG00000009619,,,22,25,CAJNDQ010000021.1,CAJNDQ010000036.1,4584.23965467133,-1.42728288317783,3.1233536401966404e-15,-0.730984166605817,0.0001039584896624,SubgB_dominant,SubgB_dominant
ENSCCRG00000036376,ENSCCRG00000024518,sgsm3,sgsm3,22,22,CAJNDQ010000004.1,CAJNDQ010000002.1,340.875137413055,-1.42731837990013,2.98674042569305e-06,-0.172348157867537,0.694832447722754,SubgB_dominant,Balanced
