geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch
ENSCCRG00000064159,ENSCCRG00000079845,slc25a39,slc25a39,12,13,CAJNDQ010000004.1,CAJNDQ010000002.1,867.97633378376,-0.188372698219129,0.301368114586528,-0.118075362858265,0.573757712773862
ENSCCRG00000003516,ENSCCRG00000036980,znf687a,znf687a,12,12,CAJNDQ010000003.1,CAJNDQ010000048.1,404.376638749351,-0.188780347626438,0.437177441454594,0.248017177269762,0.327872586255007
ENSCCRG00000081091,ENSCCRG00000069616,mttp,mttp,20,19,CAJNDQ010000023.1,CAJNDQ010000028.1,4783.97172866385,-0.18909037291399,0.665060015243761,-0.577936604199089,0.144315773479728
ENSCCRG00000019707,ENSCCRG00000051450,src,src,13,14,CAJNDQ010000012.1,CAJNDQ010000050.1,515.675269576562,-0.18915552005209,0.477335526152317,0.266753214959408,0.324852318873377
ENSCCRG00000025224,ENSCCRG00000080822,atp6v0d1,atp6v0d1,9,8,CAJNDQ010000007.1,CAJNDQ010000001.1,753.001999375153,-0.189656818465381,0.341645641893717,0.0483883787369387,0.853998221349178
ENSCCRG00000041247,ENSCCRG00000009797,lrp5,lrp5,25,24,CAJNDQ010000034.1,CAJNDQ010000038.1,758.210857948706,-0.190010398722444,0.523018101998477,-0.280974921463329,0.350353731520189
ENSCCRG00000009893,ENSCCRG00000056007,klf2a,klf2a,4,3,CAJNDQ010000044.1,CAJNDQ010000006.1,237.873551460314,-0.190268276928597,0.662765378203941,0.194514520229443,0.682544114712444
ENSCCRG00000019720,ENSCCRG00000068439,,,7,7,CAJNDQ010000021.1,CAJNDQ010000036.1,364.18551429162,-0.19039354305232,0.597192750724148,0.113631597884951,0.791582968534717
ENSCCRG00000031381,ENSCCRG00000054685,ANK3,ANK3,48,48,CAJNDQ010000005.1,CAJNDQ010000031.1,249.590219643286,-0.190427191476338,0.768591922518451,0.0607321803191476,0.939739731404168
ENSCCRG00000010472,ENSCCRG00000058774,rbm14a,rbm14a,8,6,CAJNDQ010000039.1,CAJNDQ010000046.1,1040.13621807769,-0.190495320292183,0.338912561173771,-0.113943578495317,0.62674857089043
ENSCCRG00000031173,ENSCCRG00000054389,TLN2,TLN2,58,59,CAJNDQ010000034.1,CAJNDQ010000038.1,513.900005351212,-0.190597924365983,0.798155550724951,0.210994179862168,0.803361715397173
ENSCCRG00000021294,ENSCCRG00000022271,n4bp2,n4bp2,19,18,CAJNDQ010000023.1,CAJNDQ010000028.1,834.114177800376,-0.190889719103831,0.557185618680925,-0.219397863088174,0.529558206363393
ENSCCRG00000056198,ENSCCRG00000018802,,,6,13,CAJNDQ010000033.1,CAJNDQ010000025.1,349.09071091599,-0.192533209175488,0.577977044775046,0.00261851353065545,0.996601571981371
ENSCCRG00000045531,ENSCCRG00000048675,,CREBBP,41,32,CAJNDQ010000044.1,CAJNDQ010000006.1,745.940274190868,-0.192702856785768,0.466274686050252,-0.119040315231394,0.704467358314856
ENSCCRG00000018329,ENSCCRG00000042157,TBC1D9,TBC1D9,22,23,CAJNDQ010000023.1,CAJNDQ010000028.1,843.172543328327,-0.192723466889349,0.44385879331986,0.255130117834689,0.339680118320306
ENSCCRG00000057376,ENSCCRG00000061009,,,15,18,CAJNDQ010000037.1,CAJNDQ010000009.1,1260.88658989887,-0.192769563879654,0.889497617476886,-3.84257498394685,0.000322682695463454
ENSCCRG00000033364,ENSCCRG00000056008,adprs,adprs,7,6,CAJNDQ010000005.1,CAJNDQ010000031.1,218.666947322155,-0.193196017952809,0.528033055259341,0.264487413916135,0.397343539782401
ENSCCRG00000068400,ENSCCRG00000066045,psmc4,psmc4,11,10,CAJNDQ010000003.1,CAJNDQ010000048.1,1399.27660099527,-0.193228534320813,0.604879594780885,-0.223332590809821,0.575809544001408
ENSCCRG00000002319,ENSCCRG00000002135,,,11,12,CAJNDQ010000004.1,CAJNDQ010000002.1,464.008598885,-0.193528113583008,0.363847292823368,-0.378940369940815,0.0592749889114495
ENSCCRG00000040770,ENSCCRG00000059254,herpud2,herpud2,9,10,CAJNDQ010000003.1,CAJNDQ010000048.1,347.089296715302,-0.194091736500439,0.349881823736636,-0.0743804953783372,0.779996731183573
ENSCCRG00000020840,ENSCCRG00000079047,med12,med12,44,45,CAJNDQ010000021.1,CAJNDQ010000036.1,2545.31594994266,-0.194290549443033,0.340549850589674,-0.0173084926871569,0.951793669314998
ENSCCRG00000077644,ENSCCRG00000056590,,,19,19,CAJNDQ010000039.1,CAJNDQ010000046.1,245.342194630746,-0.19429452674454,0.638204334945347,-0.373666705235608,0.354031794314162
ENSCCRG00000068882,ENSCCRG00000002435,naa10,naa10,9,8,CAJNDQ010000012.1,CAJNDQ010000050.1,1819.81036024023,-0.194666232462507,0.257419623197865,0.0552272742885852,0.810015432049559
ENSCCRG00000013652,ENSCCRG00000027159,,,31,32,CAJNDQ010000004.1,CAJNDQ010000002.1,2012.17750238873,-0.195064997459717,0.537441877416906,-0.106846629750024,0.78119557212016
ENSCCRG00000072532,ENSCCRG00000040130,erh,erh,4,4,CAJNDQ010000029.1,CAJNDQ010000035.1,2178.06101871303,-0.195324566745631,0.667631768573407,-0.217782887641364,0.662607569701408
ENSCCRG00000019365,ENSCCRG00000019308,mical2b,mical2b,41,36,CAJNDQ010000034.1,CAJNDQ010000038.1,1345.76576878141,-0.19562497807896,0.457207898638772,-1.35761932179005,3.46763493230116e-12
ENSCCRG00000000186,ENSCCRG00000081355,,,23,25,CAJNDQ010000021.1,CAJNDQ010000036.1,230.645802487475,-0.195900761491284,0.406842107951631,-0.257956266283871,0.293342198175834
ENSCCRG00000061513,ENSCCRG00000037373,klc1a,klc1a,17,18,CAJNDQ010000019.1,CAJNDQ010000049.1,416.303662615729,-0.196225063761606,0.315446438902489,0.13256157376445,0.546302673165138
ENSCCRG00000024897,ENSCCRG00000015853,anxa5b,anxa5b,13,13,CAJNDQ010000023.1,CAJNDQ010000028.1,268.577459150808,-0.196290746175981,0.675033672570663,0.209769374225236,0.683958727673784
ENSCCRG00000010348,ENSCCRG00000053217,dbt,dbt,11,20,CAJNDQ010000044.1,CAJNDQ010000006.1,862.409012389201,-0.19706909562297,0.351645576378479,-0.26446684074543,0.209894050078398
ENSCCRG00000051361,ENSCCRG00000001769,ash2l,ash2l,16,17,CAJNDQ010000033.1,CAJNDQ010000025.1,3072.94048963865,-0.197289437868109,0.1465363190573,-0.405626204923485,0.00145289093665477
ENSCCRG00000062649,ENSCCRG00000062262,dync1i2a,dync1i2a,18,17,CAJNDQ010000042.1,CAJNDQ010000047.1,1119.56333191436,-0.197667171065825,0.372967128928937,-0.329824050174575,0.124681553077384
ENSCCRG00000016506,ENSCCRG00000023632,ect2,ect2,27,27,CAJNDQ010000043.1,CAJNDQ010000014.1,708.122994996971,-0.197700113205906,0.424734362462128,-0.102804246080933,0.732951729071694
ENSCCRG00000001604,ENSCCRG00000053896,tmed9,,6,6,CAJNDQ010000021.1,CAJNDQ010000036.1,2203.03337868007,-0.197706776569407,0.267997088306741,-0.0381993260054876,0.877866151672275
ENSCCRG00000077315,ENSCCRG00000032179,,,14,19,CAJNDQ010000040.1,CAJNDQ010000027.1,415.067308832331,-0.19813689414711,0.463411949043639,0.0428346777570547,0.907238071944804
ENSCCRG00000062991,ENSCCRG00000045372,vps37a,vps37a,17,14,CAJNDQ010000023.1,CAJNDQ010000028.1,338.031463937198,-0.198280266980229,0.547938163115543,-0.214177288270329,0.54862253093673
ENSCCRG00000070546,ENSCCRG00000013347,melk,melk,18,19,CAJNDQ010000023.1,CAJNDQ010000028.1,1466.1585990281,-0.198679451405066,0.464540063146841,-0.106344652719113,0.748858593815522
ENSCCRG00000060440,ENSCCRG00000057140,,,4,5,CAJNDQ010000022.1,CAJNDQ010000030.1,173.454065281917,-0.198858262556293,0.620375113588427,-0.118323613633599,0.799508643798199
ENSCCRG00000022328,ENSCCRG00000022449,,,23,23,CAJNDQ010000010.1,CAJNDQ010000020.1,209.587036807501,-0.199021835537471,0.795794626239844,-0.668614709117718,0.355999086526289
ENSCCRG00000019738,ENSCCRG00000031977,qtrt2,qtrt2,9,10,CAJNDQ010000015.1,CAJNDQ010000041.1,422.72606442387,-0.199044107539702,0.521506251935343,0.306214829887673,0.327774604885731
ENSCCRG00000004051,ENSCCRG00000060086,casp2,casp2,12,12,CAJNDQ010000003.1,CAJNDQ010000048.1,351.568257646857,-0.199390834501973,0.494977414027359,-0.472334971317183,0.0803377136459562
ENSCCRG00000076720,ENSCCRG00000030564,vps26a,vps26a,9,10,CAJNDQ010000019.1,CAJNDQ010000049.1,637.342371323034,-0.199460543203384,0.538415157172202,0.491843911531565,0.0974077155312338
ENSCCRG00000034298,ENSCCRG00000009579,pip5k1ab,pip5k1ab,17,18,CAJNDQ010000003.1,CAJNDQ010000048.1,667.767955820019,-0.200287666405582,0.520514436366889,-0.324942955931226,0.294784905474569
ENSCCRG00000082508,ENSCCRG00000062358,stk26,stk26,12,11,CAJNDQ010000039.1,CAJNDQ010000046.1,3212.63201778034,-0.200522807199355,0.0994691196848968,-0.536276078113257,1.37076473002119e-06
ENSCCRG00000017684,ENSCCRG00000017826,spast,spast,17,18,CAJNDQ010000023.1,CAJNDQ010000028.1,502.808731638563,-0.200864585866149,0.602274239655395,-0.202346516154543,0.631576353176622
ENSCCRG00000029847,ENSCCRG00000030091,tle3a,tle3a,25,25,CAJNDQ010000010.1,CAJNDQ010000020.1,1973.70330401371,-0.200970908623865,0.216844863300088,0.172898592044796,0.328497915940487
ENSCCRG00000079644,ENSCCRG00000009384,polr2c,polr2c,10,11,CAJNDQ010000034.1,CAJNDQ010000038.1,517.015642617961,-0.201026022984356,0.650400279019339,0.0913152232960003,0.869146825854718
ENSCCRG00000015479,ENSCCRG00000022882,herc3,herc3,25,26,CAJNDQ010000023.1,CAJNDQ010000028.1,1176.87503249815,-0.20138852719121,0.252552967262545,0.187454519083057,0.32880019518952
ENSCCRG00000071539,ENSCCRG00000067940,R3HDM2,R3HDM2,26,27,CAJNDQ010000017.1,CAJNDQ010000011.1,487.132423998673,-0.201768759767638,0.531110374179671,-0.00443682191242906,0.992978332870181
ENSCCRG00000010053,ENSCCRG00000010166,mrpl24,mrpl24,7,6,CAJNDQ010000032.1,CAJNDQ010000013.1,278.739511579122,-0.202452354247746,0.655630494907199,-0.346019265446712,0.449997939514965
ENSCCRG00000050299,ENSCCRG00000026446,tmem168a,tmem168a,7,5,CAJNDQ010000037.1,CAJNDQ010000009.1,834.996903207965,-0.202697647549925,0.238534490190823,0.163069348064166,0.385784843530965
ENSCCRG00000008551,ENSCCRG00000005108,,,5,8,CAJNDQ010000045.1,CAJNDQ010000026.1,334.387869813949,-0.203208278142528,0.421870059558721,-0.667467076660892,0.00286291660894414
ENSCCRG00000018146,ENSCCRG00000009292,snx14,snx14,31,31,CAJNDQ010000029.1,CAJNDQ010000035.1,281.405537030029,-0.203436125488838,0.477845514781949,-0.439009326262725,0.104676017305138
ENSCCRG00000017853,ENSCCRG00000010502,dpp3,dpp3,19,19,CAJNDQ010000039.1,CAJNDQ010000046.1,802.135278081919,-0.203618827811556,0.561387924334729,0.397857158978997,0.234058730286834
ENSCCRG00000062105,ENSCCRG00000011282,,,9,4,CAJNDQ010000003.1,CAJNDQ010000048.1,295.589875579425,-0.203717087171006,0.555497766332625,-0.345193143690449,0.305895805279846
ENSCCRG00000010591,ENSCCRG00000029340,creb3l2,creb3l2,12,12,CAJNDQ010000037.1,CAJNDQ010000009.1,504.141047515128,-0.203825691084235,0.32300588676296,-0.177273205877419,0.443036100340812
ENSCCRG00000058300,ENSCCRG00000080205,,,6,3,CAJNDQ010000017.1,CAJNDQ010000011.1,639.390420382925,-0.204477133992569,0.409403086037006,-0.228092115303943,0.390684824824362
ENSCCRG00000082190,ENSCCRG00000045690,mrpl43,mrpl43,4,3,CAJNDQ010000045.1,CAJNDQ010000026.1,180.580837887073,-0.204870635771864,0.602109987736168,0.551686384090962,0.119672126327972
ENSCCRG00000029825,ENSCCRG00000038066,nfya,nfya,11,12,CAJNDQ010000043.1,CAJNDQ010000014.1,648.056319376445,-0.205413079044162,0.728543117740415,-0.428140240115348,0.464292457709766
ENSCCRG00000017665,ENSCCRG00000063550,rnf126,rnf126,9,11,CAJNDQ010000022.1,CAJNDQ010000030.1,777.731151982621,-0.205826810504094,0.278903007521585,-0.260482670674719,0.166582453007802
ENSCCRG00000042237,ENSCCRG00000048532,,,37,38,CAJNDQ010000039.1,CAJNDQ010000046.1,875.333790328089,-0.206153185348571,0.460449126442839,-0.325934764050216,0.235655020072854
ENSCCRG00000020152,ENSCCRG00000078397,sbno2a,sbno2a,33,34,CAJNDQ010000022.1,CAJNDQ010000030.1,600.31235919152,-0.20675746794176,0.61426262027469,-0.268917552777538,0.53144320757327
ENSCCRG00000003531,ENSCCRG00000064973,tmem165,tmem165,6,7,CAJNDQ010000029.1,CAJNDQ010000035.1,1375.39880997765,-0.20679989833333,0.172179403301638,-0.180782183344926,0.262389513832758
ENSCCRG00000011348,ENSCCRG00000077311,,,8,8,CAJNDQ010000042.1,CAJNDQ010000047.1,1092.77720730882,-0.206841085470854,0.646013716673745,-0.0204320706091065,0.971528523617587
ENSCCRG00000071174,ENSCCRG00000055756,pabir2,pabir2,11,10,CAJNDQ010000021.1,CAJNDQ010000036.1,513.776806945846,-0.206881284493715,0.258145396516339,-0.318500469273984,0.0786491346645064
ENSCCRG00000061048,ENSCCRG00000016441,,,20,19,CAJNDQ010000022.1,CAJNDQ010000030.1,178.424397525723,-0.206968116260449,0.56678765118889,-0.0870638214499806,0.846033152832234
ENSCCRG00000003461,ENSCCRG00000007287,sema6dl,sema6dl,20,20,CAJNDQ010000010.1,CAJNDQ010000020.1,1149.41624229146,-0.207823674122512,0.601877392812674,-0.0640245767898094,0.901504582128828
ENSCCRG00000026794,ENSCCRG00000016194,atp2b4,atp2b4,22,22,CAJNDQ010000043.1,CAJNDQ010000014.1,1508.85176680681,-0.2082501060469,0.352950272200711,-0.586327456789302,0.00357757949951245
ENSCCRG00000070126,ENSCCRG00000067819,rab5c,rab5c,6,6,CAJNDQ010000004.1,CAJNDQ010000002.1,1714.6439095375,-0.208713151770953,0.372939949094435,0.142453550164498,0.595787918866706
ENSCCRG00000066350,ENSCCRG00000051304,rpl9,rpl9,9,8,CAJNDQ010000023.1,CAJNDQ010000028.1,5139.47071194899,-0.209115684479215,0.387205640167385,-0.221846028831186,0.38686229582121
ENSCCRG00000074137,ENSCCRG00000029033,ubxn1,ubxn1,12,11,CAJNDQ010000021.1,CAJNDQ010000036.1,618.296540765801,-0.209136829123092,0.492961934461675,-0.18279065764404,0.590984370668411
ENSCCRG00000002710,ENSCCRG00000044037,stxbp3,stxbp3,20,19,CAJNDQ010000012.1,CAJNDQ010000050.1,397.22192437939,-0.20949112638487,0.348512209275721,-0.0809147710038497,0.775233854071019
ENSCCRG00000057055,ENSCCRG00000063684,,,7,4,CAJNDQ010000005.1,CAJNDQ010000031.1,1519.86907452992,-0.209574071792698,0.623184967271696,-0.251508269250922,0.583187019595383
ENSCCRG00000028042,ENSCCRG00000026508,,,13,14,CAJNDQ010000012.1,CAJNDQ010000050.1,1859.2069561333,-0.210403281401263,0.316767745317993,-0.0940146018954479,0.719239584992607
ENSCCRG00000007191,ENSCCRG00000043990,,,21,21,CAJNDQ010000032.1,CAJNDQ010000013.1,2847.75998234676,-0.210456253141993,0.516059524751627,-0.309826620002079,0.344242992826158
ENSCCRG00000069974,ENSCCRG00000050292,tob1b,tob1b,3,2,CAJNDQ010000045.1,CAJNDQ010000026.1,722.823610844629,-0.210457849335154,0.558238584750355,-0.838844996490214,0.00664217359930423
ENSCCRG00000023011,ENSCCRG00000019474,cd63,cd63,9,8,CAJNDQ010000012.1,CAJNDQ010000050.1,1206.60817492664,-0.21050464196711,0.562732037632692,-0.583111060139548,0.07565453493164
ENSCCRG00000059010,ENSCCRG00000066872,naa35,naa35,23,25,CAJNDQ010000018.1,CAJNDQ010000024.1,580.267629922994,-0.210771539960836,0.348537261600004,-0.304561062688667,0.17488556877378
ENSCCRG00000000384,ENSCCRG00000015629,pcnt,pcnt,55,55,CAJNDQ010000017.1,CAJNDQ010000011.1,2646.65071146904,-0.211071021682132,0.618910600211167,-0.226882773349917,0.624068738370458
ENSCCRG00000080201,ENSCCRG00000003207,tpst1,tpst1,7,7,CAJNDQ010000040.1,CAJNDQ010000027.1,625.017665190276,-0.211665511489512,0.28833979310163,-0.881930236620396,2.77544110006896e-07
ENSCCRG00000022180,ENSCCRG00000023320,,,9,10,CAJNDQ010000017.1,CAJNDQ010000011.1,290.255677047716,-0.211691110513144,0.685313140076067,-0.0772394198134429,0.90919521604096
ENSCCRG00000067215,ENSCCRG00000017353,mrpl46,mrpl46,4,5,CAJNDQ010000007.1,CAJNDQ010000001.1,285.8342675039,-0.212032428908391,0.432257232273704,0.107504092839538,0.739503201363635
ENSCCRG00000069381,ENSCCRG00000007176,snrpd3l,,4,4,CAJNDQ010000039.1,CAJNDQ010000046.1,3698.31523475718,-0.212445938842852,0.197623657626941,-0.621542441549944,3.33871983177091e-05
ENSCCRG00000057107,ENSCCRG00000023562,si:ch211-157c3.4,si:ch211-157c3.4,5,5,CAJNDQ010000004.1,CAJNDQ010000002.1,828.141787029388,-0.212493268099077,0.553272501276912,-0.211371879541754,0.592255279319702
ENSCCRG00000055127,ENSCCRG00000001737,fscn1a,fscn1a,6,5,CAJNDQ010000004.1,CAJNDQ010000002.1,4571.06423436789,-0.213320301855191,0.277716287122586,-0.433749231519172,0.0179069985939212
ENSCCRG00000004726,ENSCCRG00000003095,smg7,smg7,24,28,CAJNDQ010000022.1,CAJNDQ010000030.1,1872.7266464785,-0.213516666344278,0.260078904558479,-0.107287234747045,0.639158645881317
ENSCCRG00000059025,ENSCCRG00000006444,snai2,snai2,3,3,CAJNDQ010000015.1,CAJNDQ010000041.1,907.942484179264,-0.214013096823182,0.680441427089341,0.377208001538803,0.474373027192227
ENSCCRG00000062420,ENSCCRG00000044358,EEF1E1,EEF1E1,4,5,CAJNDQ010000015.1,CAJNDQ010000041.1,476.35747808719,-0.214566158837209,0.398981929091539,-0.0690629663158852,0.834292362130275
ENSCCRG00000056000,ENSCCRG00000073078,tax1bp1b,tax1bp1b,19,20,CAJNDQ010000003.1,CAJNDQ010000048.1,2464.04248756845,-0.215769279227627,0.128098625770974,0.186154972336507,0.221792791191645
ENSCCRG00000064504,ENSCCRG00000029135,,,23,22,CAJNDQ010000029.1,CAJNDQ010000035.1,1521.94877414975,-0.215938258995986,0.226195503135919,-0.144543094728973,0.478113711617622
ENSCCRG00000082360,ENSCCRG00000022000,wwc3,wwc3,23,24,CAJNDQ010000017.1,CAJNDQ010000011.1,401.085756629415,-0.215987586702564,0.483052562348194,-0.41999819847029,0.152015525184198
ENSCCRG00000064441,ENSCCRG00000040034,trdmt1,trdmt1,12,11,CAJNDQ010000015.1,CAJNDQ010000041.1,307.374792418199,-0.216595171060927,0.601679349321454,-0.0356877536384827,0.94796851656456
ENSCCRG00000048090,ENSCCRG00000076360,papolg,papolg,23,23,CAJNDQ010000019.1,CAJNDQ010000049.1,1442.90455022052,-0.216799714939177,0.195930997118923,-0.203551389835842,0.252670240261001
ENSCCRG00000017016,ENSCCRG00000038452,SLC44A1,SLC44A1,17,16,CAJNDQ010000021.1,CAJNDQ010000036.1,198.859879657275,-0.217093626425582,0.516005806576452,0.664187251336355,0.0164543625326768
ENSCCRG00000078038,ENSCCRG00000074315,gpm6bb,gpm6bb,8,8,CAJNDQ010000042.1,CAJNDQ010000047.1,324.598781423354,-0.217563938796663,0.728992575879992,-0.674501067878875,0.238511052680634
ENSCCRG00000035264,ENSCCRG00000021595,sat1a.2,sat1a.2,8,6,CAJNDQ010000008.1,CAJNDQ010000016.1,786.323788712842,-0.219706779447851,0.697673105534492,-0.293954564543083,0.625215774342446
ENSCCRG00000013460,ENSCCRG00000017009,fgfr1b,fgfr1b,18,18,CAJNDQ010000033.1,CAJNDQ010000025.1,995.90285764485,-0.221011860034665,0.451714656876667,0.393322594706268,0.17212219413138
ENSCCRG00000012063,ENSCCRG00000037122,,,10,9,CAJNDQ010000033.1,CAJNDQ010000025.1,363.551208300505,-0.2211112008739,0.599517883384078,0.119394630672488,0.817779832404952
ENSCCRG00000017469,ENSCCRG00000017296,,,29,30,CAJNDQ010000008.1,CAJNDQ010000016.1,513.221062019121,-0.22133730863152,0.326831234025842,0.164366416301486,0.511718850647563
ENSCCRG00000028908,ENSCCRG00000054882,rxrbb,rxrbb,11,14,CAJNDQ010000003.1,CAJNDQ010000048.1,277.492829598514,-0.221643694410428,0.244248438279442,-0.0136027084950793,0.959768369674536
ENSCCRG00000037663,ENSCCRG00000071936,KLHL25,KLHL25,5,5,CAJNDQ010000034.1,CAJNDQ010000038.1,236.606627151941,-0.221722668782405,0.562442104835115,-0.146992318326749,0.746535550298517
ENSCCRG00000080579,ENSCCRG00000063445,,,13,15,CAJNDQ010000007.1,CAJNDQ010000001.1,383.835386482263,-0.222021618331346,0.748405163783794,0.606080217436952,0.353470422509789
ENSCCRG00000042969,ENSCCRG00000043673,,,22,21,CAJNDQ010000018.1,CAJNDQ010000024.1,2044.8704845503,-0.222142250960536,0.0427754031489882,-0.213448503627993,0.0424008465342927
ENSCCRG00000007786,ENSCCRG00000033953,mst1,mst1,18,18,CAJNDQ010000017.1,CAJNDQ010000011.1,772.504494052755,-0.223040887234682,0.645525217783595,0.437146975327592,0.357663046330456
ENSCCRG00000069468,ENSCCRG00000066044,BBX,BBX,17,24,CAJNDQ010000033.1,CAJNDQ010000025.1,468.530652971796,-0.223059812964995,0.565146664923128,-0.509740272698623,0.163717947050445
ENSCCRG00000004081,ENSCCRG00000035452,trim36,trim36,11,12,CAJNDQ010000018.1,CAJNDQ010000024.1,1596.5913952462,-0.224035575670289,0.539976934787727,0.840481300887532,0.00717672550601654
ENSCCRG00000005705,ENSCCRG00000020044,mapk8b,mapk8b,13,13,CAJNDQ010000045.1,CAJNDQ010000026.1,1326.08790107655,-0.224827513065447,0.275741689297315,-0.851061587003327,2.86387673134886e-06
ENSCCRG00000029149,ENSCCRG00000026362,ywhae1,ywhae1,7,6,CAJNDQ010000040.1,CAJNDQ010000027.1,9626.37470536109,-0.225122594352074,0.10618912602492,-0.261583330543803,0.0628693170510451
ENSCCRG00000033116,ENSCCRG00000021413,adnpb,adnpb,6,3,CAJNDQ010000012.1,CAJNDQ010000050.1,159.501311975162,-0.22516899053175,0.518283159404099,-0.0325173624652367,0.944363411413934
ENSCCRG00000067691,ENSCCRG00000072447,spry2,spry2,2,3,CAJNDQ010000023.1,CAJNDQ010000028.1,413.868002218202,-0.2252586439059,0.474639036652608,-0.00954907401414379,0.98265725639195
ENSCCRG00000030893,ENSCCRG00000057407,,,9,9,CAJNDQ010000004.1,CAJNDQ010000002.1,180.782671924525,-0.225463333851191,0.568919036174747,0.765821695069088,0.0316817748460228
ENSCCRG00000074035,ENSCCRG00000018826,gpat4,gpat4,14,15,CAJNDQ010000033.1,CAJNDQ010000025.1,687.554934644206,-0.226346783485639,0.252614068897718,0.033916608932543,0.90502745917374
ENSCCRG00000065666,ENSCCRG00000070122,ctnnbip1,ctnnbip1,5,5,CAJNDQ010000012.1,CAJNDQ010000050.1,2306.17510759384,-0.226518777641356,0.217890321590236,-0.129493297678289,0.543098465782057
ENSCCRG00000063958,ENSCCRG00000082907,selenoo1,selenoo1,11,9,CAJNDQ010000010.1,CAJNDQ010000020.1,891.684584535773,-0.226982715753928,0.187267999992677,0.523001513079503,0.0016619080311013
ENSCCRG00000063054,ENSCCRG00000062236,,PHF3,17,17,CAJNDQ010000019.1,CAJNDQ010000049.1,655.022443492555,-0.227011338714598,0.398252883335652,-0.0372213738209682,0.920484519697955
ENSCCRG00000070995,ENSCCRG00000061210,echs1,echs1,9,7,CAJNDQ010000019.1,CAJNDQ010000049.1,571.501460593577,-0.227371855917525,0.446463993065663,-0.152411653930298,0.66035490792948
ENSCCRG00000077812,ENSCCRG00000069405,,,14,13,CAJNDQ010000003.1,CAJNDQ010000048.1,559.83520299412,-0.227428805861043,0.355153925213524,0.0253277068096085,0.941229416164495
ENSCCRG00000017628,ENSCCRG00000015384,,ranbp1,6,7,CAJNDQ010000008.1,CAJNDQ010000016.1,3069.78030584086,-0.227542680709845,0.442208806539418,-0.018235250489533,0.964442469012867
ENSCCRG00000054133,ENSCCRG00000027575,,,14,14,CAJNDQ010000003.1,CAJNDQ010000048.1,355.443598952763,-0.228281774469008,0.386071690113906,0.0146807256709605,0.967163387717403
ENSCCRG00000002080,ENSCCRG00000074362,limch1a,limch1a,33,33,CAJNDQ010000023.1,CAJNDQ010000028.1,249.404002654248,-0.228311181599021,0.729128516847269,-0.185208043782143,0.810433320394261
ENSCCRG00000028402,ENSCCRG00000045259,tmem248,tmem248,8,7,CAJNDQ010000008.1,CAJNDQ010000016.1,751.937359028636,-0.22920682135082,0.264275135375563,-0.0856914650553759,0.746324946767341
ENSCCRG00000046269,ENSCCRG00000036125,,,23,21,CAJNDQ010000004.1,CAJNDQ010000002.1,582.84277869804,-0.229223166705608,0.264194684547484,0.3115788916441,0.12597896439222
ENSCCRG00000029090,ENSCCRG00000069762,,,12,14,CAJNDQ010000040.1,CAJNDQ010000027.1,471.463114564261,-0.229665535636025,0.290847622072049,-0.353535557712481,0.0943874472511235
ENSCCRG00000038463,ENSCCRG00000031416,sipa1l1,sipa1l1,22,23,CAJNDQ010000029.1,CAJNDQ010000035.1,713.882664265328,-0.230230974500984,0.379714148426496,-0.579863250409177,0.0156685687777334
ENSCCRG00000035988,ENSCCRG00000058552,,,13,13,CAJNDQ010000021.1,CAJNDQ010000036.1,1769.27595309637,-0.230382662766733,0.240092279278985,-0.423756135386904,0.0218175102911149
ENSCCRG00000002775,ENSCCRG00000026685,fam174b,fam174b,4,3,CAJNDQ010000010.1,CAJNDQ010000020.1,175.650529102574,-0.230597297062696,0.765884884053724,0.0685954406131575,0.943827339261719
ENSCCRG00000020356,ENSCCRG00000020380,myb,myb,16,15,CAJNDQ010000012.1,CAJNDQ010000050.1,267.48571099968,-0.230990776658622,0.491208323178733,-0.135365527806227,0.742391068126091
ENSCCRG00000034817,ENSCCRG00000021770,,,21,22,CAJNDQ010000017.1,CAJNDQ010000011.1,1343.70807061339,-0.232913454743271,0.29180623155771,-0.0447421300945632,0.882905695963686
ENSCCRG00000045301,ENSCCRG00000081609,tmem134,tmem134,8,9,CAJNDQ010000023.1,CAJNDQ010000028.1,1161.15733886689,-0.232967161867643,0.292274993521005,0.124296956520215,0.644450665370984
ENSCCRG00000003326,ENSCCRG00000002843,llgl1,llgl1,23,23,CAJNDQ010000004.1,CAJNDQ010000002.1,3459.35796866778,-0.233368706617326,0.126541787463667,-0.468936030414974,0.00105190612992379
ENSCCRG00000065537,ENSCCRG00000005928,rasl11b,rasl11b,4,5,CAJNDQ010000029.1,CAJNDQ010000035.1,243.4239713767,-0.233652679463452,0.76238859628027,0.217746981044013,0.806816765615359
ENSCCRG00000059170,ENSCCRG00000058936,ddx21,ddx21,17,17,CAJNDQ010000019.1,CAJNDQ010000049.1,3360.96179808857,-0.233826099634134,0.52119669707522,-0.635263667079978,0.0539913265349957
ENSCCRG00000022408,ENSCCRG00000014809,GALNT11,GALNT11,14,14,CAJNDQ010000015.1,CAJNDQ010000041.1,1326.59245599491,-0.233948456918772,0.586120316542144,-0.345899499940889,0.431117044116626
