Gene stable ID	Common carp gene name	Gene name	Common carp gene stable ID	Common carp orthology confidence [0 low, 1 high]	Common carp homology type
ENSDARG00000012219	dpf2	dpf2	ENSCCRG00000051324	1	ortholog_one2many
ENSDARG00000033899	ap2m1b	ap2m1b	ENSCCRG00000079718	1	ortholog_one2many
ENSDARG00000033899	ap2m1b	ap2m1b	ENSCCRG00000001037	1	ortholog_one2many
ENSDARG00000006899	far1	far1	ENSCCRG00000017127	1	ortholog_one2many
ENSDARG00000006899	far1	far1	ENSCCRG00000071600	1	ortholog_one2many
ENSDARG00000043821	klf7b	klf7b	ENSCCRG00000017608	1	ortholog_one2many
ENSDARG00000043821	klf7b	klf7b	ENSCCRG00000009770	1	ortholog_one2many
ENSDARG00000017086	asb12a	asb12a	ENSCCRG00000045268	1	ortholog_one2many
ENSDARG00000017086	asb12a	asb12a	ENSCCRG00000072190	1	ortholog_one2many
ENSDARG00000002880	VPS50	vps50	ENSCCRG00000054843	1	ortholog_many2many
ENSDARG00000002880	VPS50	vps50	ENSCCRG00000027124	1	ortholog_many2many
ENSDARG00000002937	meis1a	meis1a	ENSCCRG00000000669	1	ortholog_one2many
ENSDARG00000002937	meis1a	meis1a	ENSCCRG00000000380	1	ortholog_one2many
ENSDARG00000059070	gars1	gars1	ENSCCRG00000021856	1	ortholog_one2many
ENSDARG00000059070	gars1	gars1	ENSCCRG00000008452	1	ortholog_one2many
ENSDARG00000104100	bmpr1ba	bmpr1ba	ENSCCRG00000021974	1	ortholog_one2many
ENSDARG00000104100	bmpr1ba	bmpr1ba	ENSCCRG00000071840	1	ortholog_one2many
ENSDARG00000087093	si:ch211-157c3.4	si:ch211-157c3.4	ENSCCRG00000023562	1	ortholog_one2many
ENSDARG00000087093	si:ch211-157c3.4	si:ch211-157c3.4	ENSCCRG00000057107	1	ortholog_one2many
ENSDARG00000044265	cdc37l1	cdc37l1	ENSCCRG00000009870	1	ortholog_one2many
ENSDARG00000044265	cdc37l1	cdc37l1	ENSCCRG00000009792	1	ortholog_one2many
ENSDARG00000031894	lef1	lef1	ENSCCRG00000073428	1	ortholog_one2many
ENSDARG00000031894	lef1	lef1	ENSCCRG00000054171	1	ortholog_one2many
ENSDARG00000025820	chek2	chek2	ENSCCRG00000038583	1	ortholog_one2many
ENSDARG00000025820	chek2	chek2	ENSCCRG00000016722	1	ortholog_one2many
ENSDARG00000030490	sptb	sptb	ENSCCRG00000035923	1	ortholog_one2many
ENSDARG00000030490	sptb	sptb	ENSCCRG00000047303	1	ortholog_one2many
ENSDARG00000015557	zgc:100829	zgc:100829	ENSCCRG00000074805	1	ortholog_one2many
ENSDARG00000015557	zgc:100829	zgc:100829	ENSCCRG00000045032	1	ortholog_one2many
ENSDARG00000103093	alg14	alg14	ENSCCRG00000010288	1	ortholog_one2many
ENSDARG00000103093	alg14	alg14	ENSCCRG00000080741	1	ortholog_one2many
ENSDARG00000074244		ARHGEF10L	ENSCCRG00000017907	1	ortholog_one2many
ENSDARG00000074244		ARHGEF10L	ENSCCRG00000016783	1	ortholog_one2many
ENSDARG00000061478	igf2bp1	igf2bp1	ENSCCRG00000054444	1	ortholog_one2many
ENSDARG00000061478	igf2bp1	igf2bp1	ENSCCRG00000055861	1	ortholog_one2many
ENSDARG00000042128	pacsin1b	pacsin1b	ENSCCRG00000047642	1	ortholog_one2many
ENSDARG00000042128	pacsin1b	pacsin1b	ENSCCRG00000020579	1	ortholog_one2many
ENSDARG00000041691	bhlhe41	bhlhe41	ENSCCRG00000016866	1	ortholog_one2many
ENSDARG00000041691	bhlhe41	bhlhe41	ENSCCRG00000024511	1	ortholog_one2many
ENSDARG00000043019	exoc1	exoc1	ENSCCRG00000048103	1	ortholog_one2many
ENSDARG00000043019	exoc1	exoc1	ENSCCRG00000047478	1	ortholog_one2many
ENSDARG00000032238	dnm3a	dnm3a	ENSCCRG00000053633	1	ortholog_one2many
ENSDARG00000032238	dnm3a	dnm3a	ENSCCRG00000027747	1	ortholog_one2many
ENSDARG00000059252	zpcx	zpcx	ENSCCRG00000069620	1	ortholog_one2many
ENSDARG00000059252	zpcx	zpcx	ENSCCRG00000035290	1	ortholog_one2many
ENSDARG00000007745	uqcrfs1	uqcrfs1	ENSCCRG00000026018	1	ortholog_one2many
ENSDARG00000007745	uqcrfs1	uqcrfs1	ENSCCRG00000081740	1	ortholog_one2many
ENSDARG00000027966	ap1s3b	ap1s3b	ENSCCRG00000003196	1	ortholog_one2many
ENSDARG00000027966	ap1s3b	ap1s3b	ENSCCRG00000073317	1	ortholog_one2many
ENSDARG00000059247	tmem54a	tmem54a	ENSCCRG00000065221	1	ortholog_one2many
ENSDARG00000059247	tmem54a	tmem54a	ENSCCRG00000035276	1	ortholog_one2many
ENSDARG00000003058	cep43	cep43	ENSCCRG00000004734	1	ortholog_one2many
ENSDARG00000003058	cep43	cep43	ENSCCRG00000074485	1	ortholog_one2many
ENSDARG00000094992	otx1	otx1	ENSCCRG00000067814	1	ortholog_one2many
ENSDARG00000094992	otx1	otx1	ENSCCRG00000063935	1	ortholog_one2many
ENSDARG00000068567	shha	shha	ENSCCRG00000072103	1	ortholog_one2many
ENSDARG00000068567	shha	shha	ENSCCRG00000020413	1	ortholog_one2many
ENSDARG00000024546	pla2g4aa	pla2g4aa	ENSCCRG00000032323	1	ortholog_one2many
ENSDARG00000024546	pla2g4aa	pla2g4aa	ENSCCRG00000024484	1	ortholog_one2many
ENSDARG00000016429	farp2	farp2	ENSCCRG00000052306	1	ortholog_one2many
ENSDARG00000016429	farp2	farp2	ENSCCRG00000016951	1	ortholog_one2many
ENSDARG00000042989	si:dkeyp-84f3.5	si:dkeyp-84f3.5	ENSCCRG00000073984	1	ortholog_one2many
ENSDARG00000042989	si:dkeyp-84f3.5	si:dkeyp-84f3.5	ENSCCRG00000070512	1	ortholog_one2many
ENSDARG00000024479	pigk	pigk	ENSCCRG00000048314	1	ortholog_one2many
ENSDARG00000024479	pigk	pigk	ENSCCRG00000012917	1	ortholog_one2many
ENSDARG00000032801	grk5	grk5	ENSCCRG00000081589	1	ortholog_one2many
ENSDARG00000032801	grk5	grk5	ENSCCRG00000001639	1	ortholog_one2many
ENSDARG00000017366	prdm4	prdm4	ENSCCRG00000060676	1	ortholog_one2many
ENSDARG00000017366	prdm4	prdm4	ENSCCRG00000001714	1	ortholog_one2many
ENSDARG00000099692	ccnyl1	ccnyl1	ENSCCRG00000017631	1	ortholog_one2many
ENSDARG00000099692	ccnyl1	ccnyl1	ENSCCRG00000009722	1	ortholog_one2many
ENSDARG00000044812	ttc17	ttc17	ENSCCRG00000000878	1	ortholog_one2many
ENSDARG00000044812	ttc17	ttc17	ENSCCRG00000048653	1	ortholog_one2many
ENSDARG00000042927	mapre1a	mapre1a	ENSCCRG00000047695	1	ortholog_one2many
ENSDARG00000042927	mapre1a	mapre1a	ENSCCRG00000008742	1	ortholog_one2many
ENSDARG00000019371	flt1	flt1	ENSCCRG00000027874	1	ortholog_one2many
ENSDARG00000019371	flt1	flt1	ENSCCRG00000045302	1	ortholog_one2many
ENSDARG00000012066	dcn	dcn	ENSCCRG00000020097	1	ortholog_one2many
ENSDARG00000012066	dcn	dcn	ENSCCRG00000001010	1	ortholog_one2many
ENSDARG00000098103	tefb	tefb	ENSCCRG00000056476	1	ortholog_one2many
ENSDARG00000098103	tefb	tefb	ENSCCRG00000025311	1	ortholog_one2many
ENSDARG00000077818	nrg2a	nrg2a	ENSCCRG00000060948	1	ortholog_one2many
ENSDARG00000077818	nrg2a	nrg2a	ENSCCRG00000070403	1	ortholog_one2many
ENSDARG00000099609	tpbga	tpbga	ENSCCRG00000046667	1	ortholog_one2many
ENSDARG00000099609	tpbga	tpbga	ENSCCRG00000010286	1	ortholog_one2many
ENSDARG00000027590	septin2	septin2	ENSCCRG00000047002	1	ortholog_one2many
ENSDARG00000027590	septin2	septin2	ENSCCRG00000040857	1	ortholog_one2many
ENSDARG00000074804	ATXN7	ATXN7	ENSCCRG00000040714	1	ortholog_one2many
ENSDARG00000074804	ATXN7	ATXN7	ENSCCRG00000012633	1	ortholog_one2many
ENSDARG00000056150	rbms2b	rbms2b	ENSCCRG00000067090	1	ortholog_one2many
ENSDARG00000056150	rbms2b	rbms2b	ENSCCRG00000011212	1	ortholog_one2many
ENSDARG00000027687	tmem230a	tmem230a	ENSCCRG00000053370	1	ortholog_one2many
ENSDARG00000027687	tmem230a	tmem230a	ENSCCRG00000061083	1	ortholog_one2many
ENSDARG00000059653	kdm2aa	kdm2aa	ENSCCRG00000014642	1	ortholog_one2many
ENSDARG00000059653	kdm2aa	kdm2aa	ENSCCRG00000048134	1	ortholog_one2many
ENSDARG00000014287	eno2	eno2	ENSCCRG00000005707	1	ortholog_one2many
ENSDARG00000014287	eno2	eno2	ENSCCRG00000038487	1	ortholog_one2many
ENSDARG00000103173	stx8	stx8	ENSCCRG00000000405	1	ortholog_one2many
ENSDARG00000103173	stx8	stx8	ENSCCRG00000060142	1	ortholog_one2many
ENSDARG00000014047	cldn7b	cldn7b	ENSCCRG00000049811	1	ortholog_one2many
ENSDARG00000014047	cldn7b	cldn7b	ENSCCRG00000058719	1	ortholog_one2many
ENSDARG00000102377	slc6a16b	slc6a16b	ENSCCRG00000052572	1	ortholog_one2many
ENSDARG00000102377	slc6a16b	slc6a16b	ENSCCRG00000005089	1	ortholog_one2many
ENSDARG00000057984	eps8l1a	eps8l1a	ENSCCRG00000049480	1	ortholog_one2many
ENSDARG00000057984	eps8l1a	eps8l1a	ENSCCRG00000000171	1	ortholog_one2many
ENSDARG00000098761	rgs2	rgs2	ENSCCRG00000013299	1	ortholog_one2many
ENSDARG00000098761	rgs2	rgs2	ENSCCRG00000072872	1	ortholog_one2many
ENSDARG00000016706	atic	atic	ENSCCRG00000007553	1	ortholog_one2many
ENSDARG00000016706	atic	atic	ENSCCRG00000059023	1	ortholog_one2many
ENSDARG00000041306	mrps25	mrps25	ENSCCRG00000061250	1	ortholog_one2many
ENSDARG00000041306	mrps25	mrps25	ENSCCRG00000061150	1	ortholog_one2many
ENSDARG00000098730	en1b	en1b	ENSCCRG00000016463	1	ortholog_one2many
ENSDARG00000098730	en1b	en1b	ENSCCRG00000025845	1	ortholog_one2many
ENSDARG00000058079	txndc17	txndc17	ENSCCRG00000058973	1	ortholog_one2many
ENSDARG00000058079	txndc17	txndc17	ENSCCRG00000067596	1	ortholog_one2many
ENSDARG00000017431	mindy2	mindy2	ENSCCRG00000010622	1	ortholog_one2many
ENSDARG00000017431	mindy2	mindy2	ENSCCRG00000059173	1	ortholog_one2many
ENSDARG00000012177	rab4b	rab4b	ENSCCRG00000016263	1	ortholog_one2many
ENSDARG00000012177	rab4b	rab4b	ENSCCRG00000065295	1	ortholog_one2many
ENSDARG00000014804	cacna2d1a	cacna2d1a	ENSCCRG00000026836	1	ortholog_one2many
ENSDARG00000014804	cacna2d1a	cacna2d1a	ENSCCRG00000016621	1	ortholog_one2many
ENSDARG00000052494	pcdh18b	pcdh18b	ENSCCRG00000016363	1	ortholog_one2many
ENSDARG00000052494	pcdh18b	pcdh18b	ENSCCRG00000057920	1	ortholog_one2many
ENSDARG00000016783	srsf6b	srsf6b	ENSCCRG00000073658	1	ortholog_one2many
ENSDARG00000016783	srsf6b	srsf6b	ENSCCRG00000067295	1	ortholog_one2many
ENSDARG00000033533	ccdc115	ccdc115	ENSCCRG00000035409	1	ortholog_one2many
ENSDARG00000033533	ccdc115	ccdc115	ENSCCRG00000035386	1	ortholog_one2many
ENSDARG00000035751	ipo7	ipo7	ENSCCRG00000013081	1	ortholog_one2many
ENSDARG00000035751	ipo7	ipo7	ENSCCRG00000011437	1	ortholog_one2many
ENSDARG00000025465	spon2a	spon2a	ENSCCRG00000023376	1	ortholog_one2many
ENSDARG00000025465	spon2a	spon2a	ENSCCRG00000061965	1	ortholog_one2many
ENSDARG00000078188	fhip1b	fhip1b	ENSCCRG00000002501	1	ortholog_one2many
ENSDARG00000078188	fhip1b	fhip1b	ENSCCRG00000010687	1	ortholog_one2many
ENSDARG00000055868	rsl1d1	rsl1d1	ENSCCRG00000017327	1	ortholog_one2many
ENSDARG00000055868	rsl1d1	rsl1d1	ENSCCRG00000017375	1	ortholog_one2many
ENSDARG00000032963	her12	her12	ENSCCRG00000053172	1	ortholog_one2many
ENSDARG00000032963	her12	her12	ENSCCRG00000017959	1	ortholog_one2many
ENSDARG00000004291	hecw1b	hecw1b	ENSCCRG00000052307	1	ortholog_one2many
ENSDARG00000004291	hecw1b	hecw1b	ENSCCRG00000001978	1	ortholog_one2many
ENSDARG00000023316	sim1a	sim1a	ENSCCRG00000027612	1	ortholog_one2many
ENSDARG00000023316	sim1a	sim1a	ENSCCRG00000026816	1	ortholog_one2many
ENSDARG00000076302	dtx4a	dtx4a	ENSCCRG00000016538	1	ortholog_one2many
ENSDARG00000076302	dtx4a	dtx4a	ENSCCRG00000027681	1	ortholog_one2many
ENSDARG00000040396	bcl7bb	bcl7bb	ENSCCRG00000040600	1	ortholog_one2many
ENSDARG00000040396	bcl7bb	bcl7bb	ENSCCRG00000079634	1	ortholog_one2many
ENSDARG00000057708	phtf1	phtf1	ENSCCRG00000001912	1	ortholog_one2many
ENSDARG00000057708	phtf1	phtf1	ENSCCRG00000027040	1	ortholog_one2many
ENSDARG00000078479	mocs1	mocs1	ENSCCRG00000064429	1	ortholog_one2many
ENSDARG00000078479	mocs1	mocs1	ENSCCRG00000071934	1	ortholog_one2many
ENSDARG00000078918	comtd1	comtd1	ENSCCRG00000003211	1	ortholog_one2one
ENSDARG00000026629	gmds	gmds	ENSCCRG00000007580	1	ortholog_one2many
ENSDARG00000026629	gmds	gmds	ENSCCRG00000067545	1	ortholog_one2many
ENSDARG00000100396	pip5k1aa	pip5k1aa	ENSCCRG00000017213	1	ortholog_one2many
ENSDARG00000100396	pip5k1aa	pip5k1aa	ENSCCRG00000007232	1	ortholog_one2many
ENSDARG00000045675	mdm1	mdm1	ENSCCRG00000020737	1	ortholog_one2many
ENSDARG00000045675	mdm1	mdm1	ENSCCRG00000041703	1	ortholog_one2many
ENSDARG00000035622	xbp1	xbp1	ENSCCRG00000070680	1	ortholog_one2many
ENSDARG00000035622	xbp1	xbp1	ENSCCRG00000044401	1	ortholog_one2many
ENSDARG00000040717	macc1	macc1	ENSCCRG00000021557	1	ortholog_one2many
ENSDARG00000040717	macc1	macc1	ENSCCRG00000043252	1	ortholog_one2many
ENSDARG00000031046	nr1h5	nr1h5	ENSCCRG00000039614	1	ortholog_one2many
ENSDARG00000031046	nr1h5	nr1h5	ENSCCRG00000033773	1	ortholog_one2many
ENSDARG00000003308	emc2	emc2	ENSCCRG00000012053	1	ortholog_one2many
ENSDARG00000003308	emc2	emc2	ENSCCRG00000073153	1	ortholog_one2many
ENSDARG00000027154	tpd52l2a	tpd52l2a	ENSCCRG00000013991	1	ortholog_one2many
ENSDARG00000027154	tpd52l2a	tpd52l2a	ENSCCRG00000075132	1	ortholog_one2many
ENSDARG00000025718	cxxc1b	cxxc1b	ENSCCRG00000040395	1	ortholog_one2many
ENSDARG00000025718	cxxc1b	cxxc1b	ENSCCRG00000041918	1	ortholog_one2many
ENSDARG00000042846	disp2	disp2	ENSCCRG00000032880	1	ortholog_one2many
ENSDARG00000042846	disp2	disp2	ENSCCRG00000005340	1	ortholog_one2many
ENSDARG00000062469	hipk3a	hipk3a	ENSCCRG00000063748	1	ortholog_one2many
ENSDARG00000062469	hipk3a	hipk3a	ENSCCRG00000030750	1	ortholog_one2many
ENSDARG00000004270	atl3	atl3	ENSCCRG00000081804	1	ortholog_one2many
ENSDARG00000004270	atl3	atl3	ENSCCRG00000056301	1	ortholog_one2many
ENSDARG00000043213	adam17a	adam17a	ENSCCRG00000060377	1	ortholog_one2many
ENSDARG00000043213	adam17a	adam17a	ENSCCRG00000002200	1	ortholog_one2many
ENSDARG00000042477	nr2c2	nr2c2	ENSCCRG00000043684	1	ortholog_one2many
ENSDARG00000042477	nr2c2	nr2c2	ENSCCRG00000047474	1	ortholog_one2many
ENSDARG00000062971	sdhaf2	sdhaf2	ENSCCRG00000043412	1	ortholog_one2many
ENSDARG00000062971	sdhaf2	sdhaf2	ENSCCRG00000060483	1	ortholog_one2many
ENSDARG00000041703	rrbp1b	rrbp1b	ENSCCRG00000009312	1	ortholog_one2many
ENSDARG00000041703	rrbp1b	rrbp1b	ENSCCRG00000030656	1	ortholog_one2many
ENSDARG00000006923	cacna1ab	cacna1ab	ENSCCRG00000019503	1	ortholog_one2many
ENSDARG00000006923	cacna1ab	cacna1ab	ENSCCRG00000063792	1	ortholog_one2many
ENSDARG00000017740	sec63	sec63	ENSCCRG00000030810	1	ortholog_one2many
ENSDARG00000017740	sec63	sec63	ENSCCRG00000028337	1	ortholog_one2many
ENSDARG00000062053	kifbp	kifbp	ENSCCRG00000072370	1	ortholog_one2many
ENSDARG00000062053	kifbp	kifbp	ENSCCRG00000060294	1	ortholog_one2many
ENSDARG00000099213	glyr1	glyr1	ENSCCRG00000077608	1	ortholog_one2many
ENSDARG00000099213	glyr1	glyr1	ENSCCRG00000082387	1	ortholog_one2many
ENSDARG00000040713	rbbp9	rbbp9	ENSCCRG00000070980	1	ortholog_one2many
ENSDARG00000040713	rbbp9	rbbp9	ENSCCRG00000069558	1	ortholog_one2many
ENSDARG00000053104	eeig2a	eeig2a	ENSCCRG00000000313	1	ortholog_one2many
ENSDARG00000053104	eeig2a	eeig2a	ENSCCRG00000030352	1	ortholog_one2many
ENSDARG00000027428	rpp30	rpp30	ENSCCRG00000035247	1	ortholog_one2many
ENSDARG00000027428	rpp30	rpp30	ENSCCRG00000018350	1	ortholog_one2many
ENSDARG00000007597	bloc1s4	bloc1s4	ENSCCRG00000062706	1	ortholog_one2many
ENSDARG00000007597	bloc1s4	bloc1s4	ENSCCRG00000054452	1	ortholog_one2many
ENSDARG00000062757	zgc:158403	zgc:158403	ENSCCRG00000031234	1	ortholog_one2many
ENSDARG00000062757	zgc:158403	zgc:158403	ENSCCRG00000034385	1	ortholog_one2many
ENSDARG00000020232	eif6	eif6	ENSCCRG00000069389	1	ortholog_one2many
ENSDARG00000020232	eif6	eif6	ENSCCRG00000029003	1	ortholog_one2many
ENSDARG00000074301	CTH	cth	ENSCCRG00000002598	1	ortholog_many2many
ENSDARG00000074301	CTH	cth	ENSCCRG00000074461	1	ortholog_many2many
ENSDARG00000001777	nup155	nup155	ENSCCRG00000052714	1	ortholog_one2many
ENSDARG00000001777	nup155	nup155	ENSCCRG00000006871	1	ortholog_one2many
ENSDARG00000075559	ppm1g	ppm1g	ENSCCRG00000023864	1	ortholog_one2many
ENSDARG00000075559	ppm1g	ppm1g	ENSCCRG00000038969	1	ortholog_one2many
ENSDARG00000040966	zgc:113149	zgc:113149	ENSCCRG00000023402	1	ortholog_one2many
ENSDARG00000040966	zgc:113149	zgc:113149	ENSCCRG00000072403	1	ortholog_one2many
ENSDARG00000055377	gnb5b	gnb5b	ENSCCRG00000036483	1	ortholog_one2many
ENSDARG00000055377	gnb5b	gnb5b	ENSCCRG00000001697	1	ortholog_one2many
ENSDARG00000017661	braf	braf	ENSCCRG00000045169	1	ortholog_one2many
ENSDARG00000017661	braf	braf	ENSCCRG00000016422	1	ortholog_one2many
ENSDARG00000105035	anapc2	anapc2	ENSCCRG00000049525	1	ortholog_one2many
ENSDARG00000105035	anapc2	anapc2	ENSCCRG00000069769	1	ortholog_one2many
ENSDARG00000055185	tm4sf5	tm4sf5	ENSCCRG00000041533	1	ortholog_one2many
ENSDARG00000055185	tm4sf5	tm4sf5	ENSCCRG00000003018	1	ortholog_one2many
ENSDARG00000089236	mettl15	mettl15	ENSCCRG00000082595	1	ortholog_one2many
ENSDARG00000089236	mettl15	mettl15	ENSCCRG00000053099	1	ortholog_one2many
ENSDARG00000003599	rpl3	rpl3	ENSCCRG00000031289	1	ortholog_one2many
ENSDARG00000003599	rpl3	rpl3	ENSCCRG00000002904	1	ortholog_one2many
ENSDARG00000044811	cdk9	cdk9	ENSCCRG00000068084	1	ortholog_one2many
ENSDARG00000044811	cdk9	cdk9	ENSCCRG00000076439	1	ortholog_one2many
ENSDARG00000021539	ephb2b	ephb2b	ENSCCRG00000027163	1	ortholog_one2many
ENSDARG00000021539	ephb2b	ephb2b	ENSCCRG00000065338	1	ortholog_one2many
ENSDARG00000059226	zbtb8a	zbtb8a	ENSCCRG00000013050	1	ortholog_one2many
ENSDARG00000059226	zbtb8a	zbtb8a	ENSCCRG00000032422	1	ortholog_one2many
ENSDARG00000015917	rnft1	rnft1	ENSCCRG00000074540	1	ortholog_one2many
ENSDARG00000015917	rnft1	rnft1	ENSCCRG00000070929	1	ortholog_one2many
ENSDARG00000027159	fbxo28	fbxo28	ENSCCRG00000074796	1	ortholog_one2many
ENSDARG00000027159	fbxo28	fbxo28	ENSCCRG00000036205	1	ortholog_one2many
ENSDARG00000004174	cnot1	cnot1	ENSCCRG00000046459	1	ortholog_one2many
ENSDARG00000004174	cnot1	cnot1	ENSCCRG00000046160	1	ortholog_one2many
ENSDARG00000017571	mccc2	mccc2	ENSCCRG00000014989	1	ortholog_one2many
ENSDARG00000017571	mccc2	mccc2	ENSCCRG00000041962	1	ortholog_one2many
ENSDARG00000102571	metap2b	metap2b	ENSCCRG00000005081	1	ortholog_one2many
ENSDARG00000102571	metap2b	metap2b	ENSCCRG00000057072	1	ortholog_one2many
ENSDARG00000052696	bdh2	bdh2	ENSCCRG00000014537	1	ortholog_one2many
ENSDARG00000052696	bdh2	bdh2	ENSCCRG00000057131	1	ortholog_one2many
ENSDARG00000103464	pggt1b	pggt1b	ENSCCRG00000035566	1	ortholog_one2many
ENSDARG00000103464	pggt1b	pggt1b	ENSCCRG00000035455	1	ortholog_one2many
ENSDARG00000019253	rhag	rhag	ENSCCRG00000019967	1	ortholog_one2many
ENSDARG00000019253	rhag	rhag	ENSCCRG00000015971	1	ortholog_one2many
ENSDARG00000022213	uck2b	uck2b	ENSCCRG00000000325	1	ortholog_one2many
ENSDARG00000022213	uck2b	uck2b	ENSCCRG00000068294	1	ortholog_one2many
ENSDARG00000054318	stk33	stk33	ENSCCRG00000022007	1	ortholog_one2many
ENSDARG00000054318	stk33	stk33	ENSCCRG00000019635	1	ortholog_one2many
ENSDARG00000060679	kdm1a	kdm1a	ENSCCRG00000014292	1	ortholog_one2many
ENSDARG00000060679	kdm1a	kdm1a	ENSCCRG00000011285	1	ortholog_one2many
ENSDARG00000045064	ablim1b	ablim1b	ENSCCRG00000010246	1	ortholog_one2many
ENSDARG00000045064	ablim1b	ablim1b	ENSCCRG00000001806	1	ortholog_one2many
ENSDARG00000036956	asxl1	asxl1	ENSCCRG00000069600	1	ortholog_one2many
ENSDARG00000036956	asxl1	asxl1	ENSCCRG00000053420	1	ortholog_one2many
ENSDARG00000037506	prps1b	prps1b	ENSCCRG00000077217	1	ortholog_one2many
ENSDARG00000037506	prps1b	prps1b	ENSCCRG00000070739	1	ortholog_one2many
ENSDARG00000056549	vps26a	vps26a	ENSCCRG00000030564	1	ortholog_one2many
ENSDARG00000056549	vps26a	vps26a	ENSCCRG00000076720	1	ortholog_one2many
ENSDARG00000099617	sdr39u1	sdr39u1	ENSCCRG00000082837	1	ortholog_one2many
ENSDARG00000099617	sdr39u1	sdr39u1	ENSCCRG00000066943	1	ortholog_one2many
ENSDARG00000031915	hif1an	hif1an	ENSCCRG00000012718	1	ortholog_one2many
ENSDARG00000031915	hif1an	hif1an	ENSCCRG00000049658	1	ortholog_one2many
ENSDARG00000026499	ppm1e	ppm1e	ENSCCRG00000066541	1	ortholog_one2many
ENSDARG00000026499	ppm1e	ppm1e	ENSCCRG00000080388	1	ortholog_one2many
ENSDARG00000053468	adam10a	adam10a	ENSCCRG00000049562	1	ortholog_one2many
ENSDARG00000053468	adam10a	adam10a	ENSCCRG00000005104	1	ortholog_one2many
ENSDARG00000012196	fer	fer	ENSCCRG00000011327	1	ortholog_one2many
ENSDARG00000012196	fer	fer	ENSCCRG00000069376	1	ortholog_one2many
ENSDARG00000012196	fer	fer	ENSCCRG00000031207	1	ortholog_one2many
ENSDARG00000033614	rasgef1ba	rasgef1ba	ENSCCRG00000000937	1	ortholog_one2many
ENSDARG00000033614	rasgef1ba	rasgef1ba	ENSCCRG00000064135	1	ortholog_one2many
ENSDARG00000069980	lman1	lman1	ENSCCRG00000037303	1	ortholog_one2many
ENSDARG00000069980	lman1	lman1	ENSCCRG00000013306	1	ortholog_one2many
ENSDARG00000091619	mvb12ba	mvb12ba	ENSCCRG00000073768	1	ortholog_one2many
ENSDARG00000091619	mvb12ba	mvb12ba	ENSCCRG00000021323	1	ortholog_one2many
ENSDARG00000068262	vamp5	vamp5	ENSCCRG00000074847	1	ortholog_one2many
ENSDARG00000068262	vamp5	vamp5	ENSCCRG00000070620	1	ortholog_one2many
ENSDARG00000008119	e2f6	e2f6	ENSCCRG00000049247	1	ortholog_one2many
ENSDARG00000008119	e2f6	e2f6	ENSCCRG00000049786	1	ortholog_one2many
ENSDARG00000092609	aup1	aup1	ENSCCRG00000061283	1	ortholog_one2many
ENSDARG00000092609	aup1	aup1	ENSCCRG00000031284	1	ortholog_one2many
ENSDARG00000038147	hbbe3	hbbe3	ENSCCRG00000026395	1	ortholog_one2many
ENSDARG00000038147	hbbe3	hbbe3	ENSCCRG00000047878	1	ortholog_one2many
ENSDARG00000016239	psmd13	psmd13	ENSCCRG00000019004	1	ortholog_one2many
ENSDARG00000016239	psmd13	psmd13	ENSCCRG00000062974	1	ortholog_one2many
ENSDARG00000017423	patl1	patl1	ENSCCRG00000078307	1	ortholog_one2many
ENSDARG00000017423	patl1	patl1	ENSCCRG00000002516	1	ortholog_one2many
ENSDARG00000006601	kaznb	kaznb	ENSCCRG00000041361	1	ortholog_one2many
ENSDARG00000006601	kaznb	kaznb	ENSCCRG00000048175	1	ortholog_one2many
ENSDARG00000104403	oscp1a	oscp1a	ENSCCRG00000000431	1	ortholog_one2many
ENSDARG00000104403	oscp1a	oscp1a	ENSCCRG00000022844	1	ortholog_one2many
ENSDARG00000061921	gltpa	gltpa	ENSCCRG00000082115	1	ortholog_one2many
ENSDARG00000061921	gltpa	gltpa	ENSCCRG00000037201	1	ortholog_one2many
ENSDARG00000078850	plekhm2	plekhm2	ENSCCRG00000008651	1	ortholog_one2many
ENSDARG00000078850	plekhm2	plekhm2	ENSCCRG00000035775	1	ortholog_one2many
ENSDARG00000038107	sgcg	sgcg	ENSCCRG00000081030	1	ortholog_one2many
ENSDARG00000038107	sgcg	sgcg	ENSCCRG00000025095	1	ortholog_one2many
ENSDARG00000077265	wdr89	wdr89	ENSCCRG00000056451	1	ortholog_one2many
ENSDARG00000077265	wdr89	wdr89	ENSCCRG00000024106	1	ortholog_one2many
ENSDARG00000010905	mettl13	mettl13	ENSCCRG00000027769	1	ortholog_one2many
ENSDARG00000010905	mettl13	mettl13	ENSCCRG00000004851	1	ortholog_one2many
ENSDARG00000054288	zgc:63972	zgc:63972	ENSCCRG00000006166	1	ortholog_one2many
ENSDARG00000054288	zgc:63972	zgc:63972	ENSCCRG00000026216	1	ortholog_one2many
ENSDARG00000005823	slc39a10	slc39a10	ENSCCRG00000031869	1	ortholog_one2many
ENSDARG00000005823	slc39a10	slc39a10	ENSCCRG00000059358	1	ortholog_one2many
ENSDARG00000103988	mymk	mymk	ENSCCRG00000052502	1	ortholog_one2many
ENSDARG00000103988	mymk	mymk	ENSCCRG00000028780	1	ortholog_one2many
ENSDARG00000016687	acadvl	acadvl	ENSCCRG00000054675	1	ortholog_one2many
ENSDARG00000016687	acadvl	acadvl	ENSCCRG00000059681	1	ortholog_one2many
ENSDARG00000077641	thbs3a	thbs3a	ENSCCRG00000015651	1	ortholog_one2many
